Table 1/2: Government Information Requests,,,,,,,,,,,,
Time period start,Country,Routine requests,Emergency requests,Combined requests,Routine compliance rate,Emergency compliance rate,Combined compliance rate,Routine accounts specified,Emergency accounts specified,Combined accounts specified,Preservation accounts,Preservation requests
2017-07-01,Singapore,7,4,11,0,0.5,0.18,7,4,11,1,1
2017-07-01,South Korea,63,29,92,0.3,0.66,0.41,108,29,137,4,4
2017-07-01,Spain,119,8,127,0.37,0.38,0.37,277,13,290,72,23
2017-07-01,Sweden,10,2,12,0.7,0.5,0.67,11,2,13,1,1
2017-07-01,Switzerland,1,0,1,1,(null),1,0,0,0,0,0
2017-07-01,Turkey,499,31,530,0,0,0,2550,33,2583,37,1
2017-07-01,United Arab Emirates,0,29,29,(null),0.41,0.41,0,32,32,0,0
2017-07-01,United Kingdom,489,271,760,0.66,0.63,0.65,669,505,1174,58,26
2017-07-01,United States,1486,275,1761,0.8,0.63,0.77,7828,348,8176,1885,981
2017-07-01,Uruguay,3,0,3,0,(null),0,0,0,0,0,0
2017-01-01,Argentina,38,19,57,0.03,0.32,0.12,43,21,64,5,5
2017-01-01,Australia,11,3,14,0.55,0,0.43,15,5,20,31,11
2017-01-01,Austria,0,1,1,(null),1,1,0,1,1,0,0
2017-01-01,Bahrain,0,6,6,(null),0,0,0,6,6,0,0
2017-01-01,Belgium,20,1,21,0.65,1,0.67,30,2,32,2,2
2017-01-01,Brazil,44,2,46,0.14,0,0.13,100,2,102,0,0
2017-01-01,Canada,2,34,36,0,0.71,0.67,3,34,37,30,9
2017-01-01,Chile,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Colombia,2,16,18,0,0.13,0.11,2,17,19,1,1
2017-01-01,Denmark,1,0,1,0,(null),0,0,0,0,0,0
2017-01-01,Dominican Republic,7,3,10,0,0,0,8,3,11,0,0
2017-01-01,Ecuador,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Egypt,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Estonia,1,0,1,0,(null),0,0,0,0,0,0
2017-01-01,France,427,47,474,0.69,0.62,0.68,499,73,572,1,1
2017-01-01,Germany,238,17,255,0.36,0.65,0.38,294,17,311,0,0
2017-01-01,Greece,6,2,8,0,0.5,0.13,19,2,21,17,4
2017-01-01,Guatemala,0,2,2,(null),0.5,0.5,0,2,2,0,0
2017-01-01,Honduras,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Hong Kong SAR,2,0,2,0,(null),0,0,0,0,0,0
2017-01-01,India,231,30,261,0.23,0.1,0.21,613,46,659,11,3
2017-01-01,Indonesia,0,9,9,(null),0.33,0.33,0,11,11,0,0
2017-01-01,Ireland,3,0,3,1,(null),1,0,0,0,27,11
2017-01-01,Israel,2,2,4,0,0.5,0.25,4,2,6,4,2
2017-01-01,Italy,51,98,149,0.51,0.92,0.78,63,121,184,2,1
2017-01-01,Japan,1232,152,1384,0.64,0.71,0.65,1807,186,1993,0,0
2017-01-01,Jordan,0,5,5,(null),0.4,0.4,0,18,18,0,0
2017-01-01,Kuwait,0,7,7,(null),0.43,0.43,0,8,8,0,0
2017-01-01,Malaysia,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Mexico,7,12,19,0,0.58,0.37,30,29,59,2,1
2017-01-01,Nepal,0,3,3,(null),0.33,0.33,0,3,3,0,0
2017-01-01,Netherlands,5,11,16,0.2,0.55,0.44,10,41,51,23,15
2017-01-01,New Zealand,0,1,1,(null),1,1,0,1,1,1,1
2017-01-01,Nigeria,0,2,2,(null),0.5,0.5,0,2,2,0,0
2017-01-01,Pakistan,5,2,7,0,0,0,58,2,60,0,0
2017-01-01,Panama,1,1,2,0,0,0,1,1,2,0,0
2017-01-01,Philippines,0,2,2,(null),0,0,0,2,2,1,1
2017-01-01,Poland,0,2,2,(null),0,0,0,2,2,0,0
2017-01-01,Portugal,3,0,3,0.33,(null),0.33,0,0,0,0,0
2017-01-01,Russia,2,0,2,0,(null),0,0,0,0,0,0
2017-01-01,Saudi Arabia,0,46,46,(null),0.74,0.74,0,52,52,0,0
2017-01-01,Serbia,0,12,12,(null),0.33,0.33,0,12,12,0,0
2017-01-01,Singapore,2,5,7,0,0.6,0.43,2,5,7,0,0
2017-01-01,South Korea,70,5,75,0.24,0.2,0.24,92,6,98,7,4
2017-01-01,Spain,151,1,152,0.58,0,0.57,300,1,301,84,22
2017-01-01,Sweden,14,1,15,0.71,1,0.73,17,1,18,1,1
2017-01-01,Switzerland,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Taiwan,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,Turkey,523,31,554,0,0,0,867,35,902,0,0
2017-01-01,Ukraine,0,1,1,(null),0,0,0,1,1,0,0
2017-01-01,United Arab Emirates,0,27,27,(null),0.33,0.33,0,27,27,0,0
2017-01-01,United Kingdom,498,108,606,0.8,0.77,0.79,580,239,819,54,39
2017-01-01,United States,1743,368,2111,0.78,0.74,0.77,4153,441,4594,2210,1094
2017-01-01,Uruguay,1,0,1,0,(null),0,0,0,0,0,0
2016-07-01,Argentina,44,32,76,0,0.63,0.26,52,35,87,0,0
2016-07-01,Australia,17,5,22,0.59,0.8,0.64,30,6,36,28,14
2016-07-01,Austria,0,1,1,(null),1,1,0,1,1,0,0
2016-07-01,Bangladesh,0,4,4,(null),1,1,0,4,4,0,0
2016-07-01,Belgium,16,5,21,0.44,0.6,0.48,67,5,72,1,1
2016-07-01,Brazil,46,0,46,0.26,(null),0.26,0,0,0,5,2
2016-07-01,Canada,1,50,51,0,0.82,0.8,1,51,52,22,13
2016-07-01,Chile,1,5,6,0,0,0,1,5,6,0,0
2016-07-01,Colombia,2,22,24,0,0.23,0.21,3,28,31,2,2
2016-07-01,Denmark,2,0,2,1,(null),1,0,0,0,0,0
2016-07-01,Ecuador,0,1,1,(null),1,1,0,1,1,0,0
2016-07-01,Estonia,1,0,1,0,(null),0,0,0,0,0,0
2016-07-01,France,445,56,501,0.69,0.73,0.69,525,62,587,5,3
2016-07-01,Germany,247,28,275,0.51,0.79,0.54,371,33,404,1,1
2016-07-01,Greece,2,2,4,0,0.5,0.25,6,2,8,2,2
2016-07-01,Guatemala,0,5,5,(null),0,0,0,5,5,0,0
2016-07-01,India,151,17,168,0.25,0.12,0.23,403,24,427,133,17
2016-07-01,Indonesia,1,11,12,0,0.45,0.42,1,11,12,0,0
2016-07-01,Ireland,4,0,4,0.25,(null),0.25,0,0,0,9,4
2016-07-01,Israel,0,1,1,(null),1,1,0,1,1,0,0
2016-07-01,Italy,33,4,37,0.24,0.5,0.27,58,5,63,2,2
2016-07-01,Japan,790,187,977,0.64,0.65,0.64,1007,209,1216,0,0
2016-07-01,Jordan,0,8,8,(null),0.5,0.5,0,9,9,0,0
2016-07-01,Kuwait,1,6,7,0,0.5,0.43,0,13,13,0,0
2016-07-01,Lebanon,1,1,2,0,0,0,1,1,2,0,0
2016-07-01,Malaysia,0,1,1,(null),0,0,0,1,1,0,0
2016-07-01,Malta,0,1,1,(null),1,1,0,1,1,0,0
2016-07-01,Mexico,12,7,19,0,0.57,0.21,24,9,33,0,0
2016-07-01,Netherlands,2,17,19,0.5,0.82,0.79,2,17,19,6,6
2016-07-01,New Zealand,0,0,0,(null),(null),(null),0,0,0,1,1
2016-07-01,Nigeria,0,1,1,(null),0,0,0,1,1,0,0
2016-07-01,Pakistan,2,2,4,0,0,0,36,2,38,0,0
2016-07-01,Philippines,0,0,0,(null),(null),(null),0,0,0,2,2
2016-07-01,Poland,1,9,10,0,0.33,0.3,1,9,10,0,0
2016-07-01,Portugal,1,0,1,1,(null),1,0,0,0,0,0
2016-07-01,Qatar,2,0,2,0,(null),0,0,0,0,0,0
2016-07-01,Saudi Arabia,0,45,45,(null),0.78,0.78,0,58,58,0,0
2016-07-01,Serbia,0,12,12,(null),0.17,0.17,0,13,13,0,0
2016-07-01,Singapore,0,3,3,(null),0.33,0.33,0,6,6,0,0
2016-07-01,South Korea,28,18,46,0.5,0.61,0.54,62,20,82,0,0
2016-07-01,Spain,124,6,130,0.61,0.83,0.62,264,14,278,56,18
2016-07-01,Sweden,12,3,15,0.58,0.33,0.53,23,5,28,1,1
2016-07-01,Switzerland,2,1,3,0.5,1,0.67,3,1,4,0,0
2016-07-01,Taiwan,0,1,1,(null),0,0,0,1,1,0,0
2016-07-01,Turkey,458,35,493,0,0,0,1011,65,1076,0,0
2016-07-01,Ukraine,0,1,1,(null),0,0,0,1,1,0,0
2016-07-01,United Arab Emirates,0,13,13,(null),0.69,0.69,0,13,13,0,0
2016-07-01,United Kingdom,575,106,681,0.79,0.81,0.79,792,225,1017,32,26
2016-07-01,United States,1892,412,2304,0.82,0.8,0.82,5112,506,5618,1949,1042
2016-07-01,Venezuela,1,0,1,0,(null),0,0,0,0,0,0
2016-01-01,Argentina,0,0,18,(null),(null),0.22,0,0,33,0,0
2016-01-01,Australia,0,0,34,(null),(null),0.62,0,0,47,0,0
2016-01-01,Austria,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Bahrain,0,0,3,(null),(null),0,0,0,3,0,0
2016-01-01,Belgium,0,0,67,(null),(null),0.88,0,0,75,0,0
2016-01-01,Bermuda,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Brazil,0,0,50,(null),(null),0.52,0,0,259,0,0
2016-01-01,Canada,0,0,65,(null),(null),0.91,0,0,69,0,0
2016-01-01,Chile,0,0,2,(null),(null),0.5,0,0,2,0,0
2016-01-01,Colombia,0,0,20,(null),(null),0.1,0,0,32,0,0
2016-01-01,Czech Republic,0,0,1,(null),(null),0,0,0,2,0,0
2016-01-01,Denmark,0,0,4,(null),(null),0.75,0,0,10,0,0
2016-01-01,Dominican Republic,0,0,2,(null),(null),0,0,0,2,0,0
2016-01-01,Ecuador,0,0,2,(null),(null),0.5,0,0,5,0,0
2016-01-01,El Salvador,0,0,4,(null),(null),0,0,0,4,0,0
2016-01-01,Estonia,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Finland,0,0,1,(null),(null),1,0,0,1,0,0
2016-01-01,France,0,0,572,(null),(null),0.76,0,0,687,0,0
2016-01-01,Germany,0,0,111,(null),(null),0.58,0,0,165,0,0
2016-01-01,Greece,0,0,6,(null),(null),0.33,0,0,7,0,0
2016-01-01,Hong Kong SAR,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,India,0,0,139,(null),(null),0.31,0,0,495,0,0
2016-01-01,Indonesia,0,0,6,(null),(null),0.67,0,0,6,0,0
2016-01-01,Ireland,0,0,4,(null),(null),0.75,0,0,4,0,0
2016-01-01,Israel,0,0,3,(null),(null),0.33,0,0,6,0,0
2016-01-01,Italy,0,0,58,(null),(null),0.47,0,0,80,0,0
2016-01-01,Japan,0,0,732,(null),(null),0.61,0,0,988,0,0
2016-01-01,Jordan,0,0,5,(null),(null),0.2,0,0,5,0,0
2016-01-01,Kenya,0,0,1,(null),(null),1,0,0,1,0,0
2016-01-01,Kuwait,0,0,5,(null),(null),0.4,0,0,5,0,0
2016-01-01,Lebanon,0,0,3,(null),(null),0,0,0,3,0,0
2016-01-01,Lithuania,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Macedonia,0,0,2,(null),(null),0,0,0,2,0,0
2016-01-01,Malaysia,0,0,4,(null),(null),0.25,0,0,4,0,0
2016-01-01,Malta,0,0,2,(null),(null),0,0,0,2,0,0
2016-01-01,Mexico,0,0,6,(null),(null),0,0,0,29,0,0
2016-01-01,Mongolia,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Netherlands,0,0,8,(null),(null),0.38,0,0,11,0,0
2016-01-01,Nigeria,0,0,1,(null),(null),1,0,0,1,0,0
2016-01-01,Norway,0,0,2,(null),(null),1,0,0,2,0,0
2016-01-01,Pakistan,0,0,6,(null),(null),0,0,0,22,0,0
2016-01-01,Philippines,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Poland,0,0,4,(null),(null),0,0,0,8,0,0
2016-01-01,Portugal,0,0,3,(null),(null),0,0,0,3,0,0
2016-01-01,Qatar,0,0,1,(null),(null),0,0,0,1,0,0
2016-01-01,Russia,0,0,2,(null),(null),0,0,0,2,0,0
2016-01-01,Saudi Arabia,0,0,99,(null),(null),0.85,0,0,156,0,0
2016-01-01,Serbia,0,0,5,(null),(null),0.2,0,0,6,0,0
2016-01-01,Singapore,0,0,7,(null),(null),0.57,0,0,7,0,0
2016-01-01,South Korea,0,0,23,(null),(null),0.39,0,0,39,0,0
2016-01-01,Spain,0,0,117,(null),(null),0.57,0,0,295,0,0
2016-01-01,Sweden,0,0,7,(null),(null),0.57,0,0,9,0,0
2016-01-01,Switzerland,0,0,2,(null),(null),0.5,0,0,2,0,0
2016-01-01,Turkey,0,0,280,(null),(null),0,0,0,443,0,0
2016-01-01,United Arab Emirates,0,0,19,(null),(null),0.26,0,0,25,0,0
2016-01-01,United Kingdom,0,0,631,(null),(null),0.76,0,0,1071,0,0
2016-01-01,United States,0,0,2520,(null),(null),0.82,0,0,8009,0,0
2015-07-01,Argentina,0,0,4,(null),(null),0,0,0,14,0,0
2015-07-01,Australia,0,0,16,(null),(null),0.44,0,0,22,0,0
2015-07-01,Bangladesh,0,0,10,(null),(null),0.6,0,0,25,0,0
2015-07-01,Belgium,0,0,11,(null),(null),0.82,0,0,11,0,0
2015-07-01,Brazil,0,0,31,(null),(null),0.42,0,0,56,0,0
2015-07-01,Canada,0,0,50,(null),(null),0.78,0,0,58,0,0
2015-07-01,Chile,0,0,1,(null),(null),0,0,0,2,0,0
2015-07-01,Colombia,0,0,12,(null),(null),0.08,0,0,13,0,0
2015-07-01,Croatia,0,0,1,(null),(null),0,0,0,1,0,0
2015-07-01,Czech Republic,0,0,3,(null),(null),0,0,0,3,0,0
2015-07-01,Denmark,0,0,1,(null),(null),0,0,0,2,0,0
2015-07-01,Dominican Republic,0,0,5,(null),(null),0.2,0,0,5,0,0
2015-07-01,Ecuador,0,0,3,(null),(null),0,0,0,5,0,0
2015-07-01,Finland,0,0,3,(null),(null),1,0,0,5,0,0
2015-07-01,France,0,0,707,(null),(null),0.61,0,0,866,0,0
2015-07-01,Germany,0,0,69,(null),(null),0.55,0,0,80,0,0
2015-07-01,Greece,0,0,8,(null),(null),0.13,0,0,8,0,0
2015-07-01,India,0,0,141,(null),(null),0.42,0,0,333,0,0
2015-07-01,Ireland,0,0,2,(null),(null),0,0,0,14,0,0
2015-07-01,Israel,0,0,4,(null),(null),0.25,0,0,4,0,0
2015-07-01,Italy,0,0,40,(null),(null),0.55,0,0,82,0,0
2015-07-01,Japan,0,0,445,(null),(null),0.54,0,0,636,0,0
2015-07-01,Kuwait,0,0,19,(null),(null),0.63,0,0,45,0,0
2015-07-01,Lebanon,0,0,1,(null),(null),1,0,0,1,0,0
2015-07-01,Luxembourg,0,0,1,(null),(null),1,0,0,2,0,0
2015-07-01,Malaysia,0,0,2,(null),(null),0,0,0,2,0,0
2015-07-01,Maldives,0,0,1,(null),(null),1,0,0,1,0,0
2015-07-01,Malta,0,0,1,(null),(null),0,0,0,1,0,0
2015-07-01,Mexico,0,0,8,(null),(null),0.25,0,0,10,0,0
2015-07-01,Montenegro,0,0,1,(null),(null),0,0,0,1,0,0
2015-07-01,Netherlands,0,0,12,(null),(null),0.58,0,0,14,0,0
2015-07-01,New Zealand,0,0,1,(null),(null),0,0,0,2,0,0
2015-07-01,Nigeria,0,0,1,(null),(null),1,0,0,1,0,0
2015-07-01,Pakistan,0,0,1,(null),(null),0,0,0,1,0,0
2015-07-01,Portugal,0,0,1,(null),(null),0,0,0,1,0,0
2015-07-01,Russia,0,0,82,(null),(null),0,0,0,87,0,0
2015-07-01,Saudi Arabia,0,0,113,(null),(null),0.85,0,0,167,0,0
2015-07-01,Serbia,0,0,6,(null),(null),0.17,0,0,6,0,0
2015-07-01,Singapore,0,0,8,(null),(null),0.5,0,0,9,0,0
2015-07-01,South Korea,0,0,44,(null),(null),0.43,0,0,111,0,0
2015-07-01,Spain,0,0,125,(null),(null),0.5,0,0,287,0,0
2015-07-01,Sweden,0,0,1,(null),(null),1,0,0,1,0,0
2015-07-01,Switzerland,0,0,1,(null),(null),1,0,0,1,0,0
2015-07-01,Turkey,0,0,403,(null),(null),0,0,0,718,0,0
2015-07-01,United Arab Emirates,0,0,60,(null),(null),0.43,0,0,71,0,0
2015-07-01,United Kingdom,0,0,427,(null),(null),0.76,0,0,956,0,0
2015-07-01,United States,0,0,2673,(null),(null),0.79,0,0,7435,0,0
2015-01-01,Argentina,0,0,3,(null),(null),0,0,0,3,0,0
2015-01-01,Australia,0,0,9,(null),(null),0.89,0,0,10,0,0
2015-01-01,Belgium,0,0,5,(null),(null),0.4,0,0,7,0,0
2015-01-01,Brazil,0,0,52,(null),(null),0.29,0,0,102,0,0
2015-01-01,Bulgaria,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Canada,0,0,35,(null),(null),0.63,0,0,47,0,0
2015-01-01,Colombia,0,0,11,(null),(null),0.18,0,0,15,0,0
2015-01-01,Cyprus,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Dominican Republic,0,0,8,(null),(null),0.13,0,0,8,0,0
2015-01-01,Ecuador,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,France,0,0,139,(null),(null),0.4,0,0,238,0,0
2015-01-01,Germany,0,0,28,(null),(null),0.36,0,0,34,0,0
2015-01-01,Greece,0,0,11,(null),(null),0,0,0,15,0,0
2015-01-01,India,0,0,113,(null),(null),0.19,0,0,2963,0,0
2015-01-01,Indonesia,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Ireland,0,0,1,(null),(null),0,0,0,2,0,0
2015-01-01,Italy,0,0,43,(null),(null),0.16,0,0,103,0,0
2015-01-01,Japan,0,0,425,(null),(null),0.42,0,0,529,0,0
2015-01-01,Kenya,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Kuwait,0,0,7,(null),(null),1,0,0,16,0,0
2015-01-01,Lebanon,0,0,1,(null),(null),0,0,0,3,0,0
2015-01-01,Mexico,0,0,7,(null),(null),0,0,0,9,0,0
2015-01-01,Netherlands,0,0,18,(null),(null),0.33,0,0,25,0,0
2015-01-01,Pakistan,0,0,3,(null),(null),0,0,0,3,0,0
2015-01-01,Poland,0,0,1,(null),(null),0,0,0,1,0,0
2015-01-01,Portugal,0,0,3,(null),(null),0,0,0,3,0,0
2015-01-01,Russia,0,0,43,(null),(null),0,0,0,46,0,0
2015-01-01,Saudi Arabia,0,0,93,(null),(null),0.69,0,0,112,0,0
2015-01-01,Serbia,0,0,3,(null),(null),0.33,0,0,3,0,0
2015-01-01,South Korea,0,0,30,(null),(null),0.57,0,0,53,0,0
2015-01-01,Spain,0,0,110,(null),(null),0.24,0,0,310,0,0
2015-01-01,Sweden,0,0,4,(null),(null),0.5,0,0,4,0,0
2015-01-01,Switzerland,0,0,3,(null),(null),0,0,0,4,0,0
2015-01-01,Turkey,0,0,412,(null),(null),0,0,0,670,0,0
2015-01-01,United Arab Emirates,0,0,2,(null),(null),0.5,0,0,2,0,0
2015-01-01,United Kingdom,0,0,299,(null),(null),0.52,0,0,1041,0,0
2015-01-01,United States,0,0,2436,(null),(null),0.8,0,0,6324,0,0
2014-07-01,Argentina,0,0,3,(null),(null),0.33,0,0,4,0,0
2014-07-01,Australia,0,0,10,(null),(null),0.5,0,0,10,0,0
2014-07-01,Belgium,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Belize,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Brazil,0,0,50,(null),(null),0.14,0,0,158,0,0
2014-07-01,Canada,0,0,32,(null),(null),0.34,0,0,37,0,0
2014-07-01,Colombia,0,0,3,(null),(null),0,0,0,4,0,0
2014-07-01,Denmark,0,0,3,(null),(null),0.33,0,0,3,0,0
2014-07-01,Egypt,0,0,1,(null),(null),0,0,0,2,0,0
2014-07-01,El Salvador,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,France,0,0,60,(null),(null),0.13,0,0,81,0,0
2014-07-01,Germany,0,0,17,(null),(null),0.12,0,0,18,0,0
2014-07-01,Greece,0,0,3,(null),(null),0,0,0,5,0,0
2014-07-01,India,0,0,41,(null),(null),0.22,0,0,1938,0,0
2014-07-01,Israel,0,0,16,(null),(null),0.13,0,0,23,0,0
2014-07-01,Japan,0,0,288,(null),(null),0.36,0,0,343,0,0
2014-07-01,Kenya,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Kuwait,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Lebanon,0,0,3,(null),(null),0,0,0,3,0,0
2014-07-01,Mexico,0,0,7,(null),(null),0,0,0,64,0,0
2014-07-01,Netherlands,0,0,4,(null),(null),0.25,0,0,8,0,0
2014-07-01,New Zealand,0,0,1,(null),(null),0,0,0,2,0,0
2014-07-01,Norway,0,0,1,(null),(null),1,0,0,1,0,0
2014-07-01,Portugal,0,0,1,(null),(null),0,0,0,1,0,0
2014-07-01,Russia,0,0,108,(null),(null),0,0,0,108,0,0
2014-07-01,Saudi Arabia,0,0,31,(null),(null),0.06,0,0,36,0,0
2014-07-01,South Korea,0,0,4,(null),(null),0.5,0,0,4,0,0
2014-07-01,Spain,0,0,69,(null),(null),0.12,0,0,104,0,0
2014-07-01,Sweden,0,0,2,(null),(null),0,0,0,2,0,0
2014-07-01,Switzerland,0,0,3,(null),(null),0,0,0,3,0,0
2014-07-01,Turkey,0,0,356,(null),(null),0,0,0,496,0,0
2014-07-01,United Arab Emirates,0,0,11,(null),(null),0,0,0,11,0,0
2014-07-01,United Kingdom,0,0,116,(null),(null),0.34,0,0,371,0,0
2014-07-01,United States,0,0,1622,(null),(null),0.8,0,0,3299,0,0
2014-01-01,Albania,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Argentina,0,0,7,(null),(null),0,0,0,8,0,0
2014-01-01,Australia,0,0,2,(null),(null),1,0,0,2,0,0
2014-01-01,Bahrain,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Brazil,0,0,77,(null),(null),0.39,0,0,157,0,0
2014-01-01,Canada,0,0,30,(null),(null),0.23,0,0,33,0,0
2014-01-01,Chile,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Colombia,0,0,5,(null),(null),0.2,0,0,5,0,0
2014-01-01,Denmark,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Egypt,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,France,0,0,36,(null),(null),0.08,0,0,51,0,0
2014-01-01,Germany,0,0,14,(null),(null),0.21,0,0,28,0,0
2014-01-01,Greece,0,0,16,(null),(null),0.13,0,0,37,0,0
2014-01-01,India,0,0,16,(null),(null),0.13,0,0,44,0,0
2014-01-01,Ireland,0,0,3,(null),(null),0.33,0,0,4,0,0
2014-01-01,Italy,0,0,10,(null),(null),0.2,0,0,19,0,0
2014-01-01,Japan,0,0,192,(null),(null),0.36,0,0,245,0,0
2014-01-01,Kuwait,0,0,5,(null),(null),0,0,0,5,0,0
2014-01-01,Lebanon,0,0,5,(null),(null),0,0,0,11,0,0
2014-01-01,Lithuania,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Malaysia,0,0,3,(null),(null),0,0,0,3,0,0
2014-01-01,Mexico,0,0,5,(null),(null),0,0,0,5,0,0
2014-01-01,Netherlands,0,0,5,(null),(null),0.2,0,0,8,0,0
2014-01-01,New Zealand,0,0,2,(null),(null),0.5,0,0,2,0,0
2014-01-01,Norway,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Oman,0,0,2,(null),(null),0,0,0,5,0,0
2014-01-01,Pakistan,0,0,2,(null),(null),0,0,0,2,0,0
2014-01-01,Saudi Arabia,0,0,189,(null),(null),0.01,0,0,196,0,0
2014-01-01,Singapore,0,0,1,(null),(null),0,0,0,2,0,0
2014-01-01,South Korea,0,0,6,(null),(null),0.17,0,0,6,0,0
2014-01-01,Spain,0,0,43,(null),(null),0.12,0,0,64,0,0
2014-01-01,Sri Lanka,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Switzerland,0,0,3,(null),(null),0,0,0,3,0,0
2014-01-01,Thailand,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Trinidad And Tobago,0,0,1,(null),(null),0,0,0,1,0,0
2014-01-01,Turkey,0,0,24,(null),(null),0,0,0,27,0,0
2014-01-01,United Arab Emirates,0,0,6,(null),(null),0,0,0,6,0,0
2014-01-01,United Kingdom,0,0,78,(null),(null),0.46,0,0,220,0,0
2014-01-01,United States,0,0,1257,(null),(null),0.72,0,0,1918,0,0
2014-01-01,Venezuela,0,0,4,(null),(null),0,0,0,5,0,0
2013-07-01,Argentina,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Australia,0,0,5,(null),(null),0.2,0,0,6,0,0
2013-07-01,Belgium,0,0,2,(null),(null),0.5,0,0,2,0,0
2013-07-01,Brazil,0,0,20,(null),(null),0.3,0,0,55,0,0
2013-07-01,Canada,0,0,18,(null),(null),0.56,0,0,19,0,0
2013-07-01,Colombia,0,0,4,(null),(null),0,0,0,7,0,0
2013-07-01,France,0,0,57,(null),(null),0.23,0,0,102,0,0
2013-07-01,Germany,0,0,3,(null),(null),0.33,0,0,3,0,0
2013-07-01,Greece,0,0,9,(null),(null),0.11,0,0,9,0,0
2013-07-01,Hong Kong SAR,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,India,0,0,19,(null),(null),0.32,0,0,27,0,0
2013-07-01,Indonesia,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Italy,0,0,19,(null),(null),0,0,0,19,0,0
2013-07-01,Japan,0,0,213,(null),(null),0.23,0,0,253,0,0
2013-07-01,Kuwait,0,0,1,(null),(null),0,0,0,2,0,0
2013-07-01,Lebanon,0,0,3,(null),(null),0.67,0,0,6,0,0
2013-07-01,Malaysia,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Maldives,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Mexico,0,0,1,(null),(null),0,0,0,4,0,0
2013-07-01,Netherlands,0,0,9,(null),(null),0.56,0,0,14,0,0
2013-07-01,New Zealand,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Norway,0,0,1,(null),(null),1,0,0,1,0,0
2013-07-01,Oman,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Pakistan,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Qatar,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,Saudi Arabia,0,0,110,(null),(null),0.05,0,0,12,0,0
2013-07-01,Singapore,0,0,2,(null),(null),0,0,0,2,0,0
2013-07-01,Spain,0,0,13,(null),(null),0,0,0,26,0,0
2013-07-01,Turkey,0,0,1,(null),(null),0,0,0,1,0,0
2013-07-01,United Arab Emirates,0,0,2,(null),(null),0,0,0,2,0,0
2013-07-01,United Kingdom,0,0,56,(null),(null),0.43,0,0,117,0,0
2013-07-01,United States,0,0,833,(null),(null),0.69,0,0,1323,0,0
2013-01-01,Argentina,0,0,2,(null),(null),0,0,0,2,0,0
2013-01-01,Australia,0,0,8,(null),(null),0.25,0,0,58,0,0
2013-01-01,Brazil,0,0,22,(null),(null),0.32,0,0,44,0,0
2013-01-01,Canada,0,0,12,(null),(null),0.17,0,0,13,0,0
2013-01-01,Ecuador,0,0,3,(null),(null),1,0,0,3,0,0
2013-01-01,France,0,0,18,(null),(null),0.11,0,0,35,0,0
2013-01-01,Germany,0,0,6,(null),(null),0.17,0,0,6,0,0
2013-01-01,Greece,0,0,8,(null),(null),0,0,0,9,0,0
2013-01-01,India,0,0,5,(null),(null),0,0,0,6,0,0
2013-01-01,Ireland,0,0,1,(null),(null),1,0,0,1,0,0
