"Country Code",Region,Opens
MX,distrito_federal,3
MX,jalisco,2
NZ,NZ_AUK,2
US,AR,1
US,CA,1
US,FL,1
US,GA,1
US,MO,1
US,NY,2
US,UT,4
US,VA,1
