"Country Code",Region,Url,Clicks
US,IL,http://bit.ly/bonusdisc1,1
US,IL,http://bit.ly/moviebin,1
US,IL,http://fusion.net/new-world-order-in-the-court-a-dispatch-from-the-alex-1794678436,1
US,IL,http://www.newyorker.com/magazine/2017/05/01/a-hundred-days-of-trump,1
US,IL,http://www.theverge.com/a/trump-100-days-climate-change-nuclear-net-neutrality-twitter,2
US,IL,http://www.youtube.com/extratone,1
US,IL,https://backchannel.com/we-are-entering-the-era-of-the-brain-machine-interface-75a3a1a37fd3,1
US,IL,https://theoutline.com/post/1409/saxophones-in-american-pop-music-history,1
US,IL,https://theoutline.com/post/1424/hawaii-s-online-gaming-curse,1
US,IL,https://www.twitter.com/extratone/,1
US,NV,http://bit.ly/moviebin,1
US,NV,http://www.adweek.com/digital/huffpost-twitter-strategy/,1
US,NV,http://www.niemanlab.org/2017/04/these-national-journalists-are-building-a-local-site-to-bring-a-different-kind-of-news-to-east-texas/?utm_content=bufferf88ee&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,1
US,NV,https://theoutline.com/post/1424/hawaii-s-online-gaming-curse,1
US,NV,https://theoutline.com/post/1437/the-fight-for-net-neutrality-isn-t-over,2
US,NV,https://www.nytimes.com/2017/04/25/magazine/can-facebook-fix-its-own-worst-bug.html?emc=edit_ma_20170428&nl=magazine&nlid=78025530&te=1&_r=1&referer=,2
US,NV,https://www.patreon.com/posts/subscriber-2-9557037,1
US,NV,https://www.twitter.com/extratone/,1
