"Country Code",Region,Url,Clicks
US,CA,http://bit.ly/moviecloset40,1
US,IL,http://antiquetractorblog.com/2015/05/25/why-i-love-the-8n-ford/,4
US,IL,http://bit.ly/extraread,4
US,IL,http://bit.ly/moviecloset40,4
US,IL,http://extratone.com/masthead,6
US,IL,http://instagram.com/extratonemag,6
US,IL,http://www.dailyyonder.com/sunday-drive-encourage-small-town-exploration/2017/06/08/19180/,2
US,IL,http://www.niemanlab.org/2017/06/from-election-results-to-sports-the-hindustan-times-is-trying-out-twitter-bots-for-live-coverage/,2
US,IL,http://www.openculture.com/2016/06/download-336-issues-of-the-avant-garde-magazine-the-storm.html,2
US,IL,http://www.pewglobal.org/2017/06/08/digital-footprint-of-europes-refugees/,4
US,IL,http://www.youtube.com/extratone,4
US,IL,https://backchannel.com/backchannel-is-moving-to-wired-dcb693c26ac0,2
US,IL,https://theoutline.com/post/1651/the-nyt-crossword-is-old-and-kind-of-racist,2
US,IL,https://theoutline.com/post/1655/hgtv-displacement-gentrification,4
US,IL,https://theoutline.com/post/1666/an-american-flag-grows-in-cuba,4
US,IL,https://theoutline.com/post/1687/childish-gambino-early-mixtapes-retiring,2
US,IL,https://theoutline.com/post/1690/native-american-mascots-banned-massachusettes-public-schools,6
US,IL,https://thespinoff.co.nz/society/21-11-2016/hello-my-name-is-ally-how-children-are-being-exploited-by-youtube-predators/,4
US,IL,https://www.cjr.org/business_of_news/high-times-legalization-news.php,4
US,IL,https://www.cjr.org/covering_trump/comey-hearing-testify-russia-trump.php,2
US,IL,https://www.cjr.org/local_news/the-new-meaning-of-new-media.php,4
US,IL,https://www.facebook.com/extratonemagazine,6
US,IL,https://www.theverge.com/2017/6/6/15675884/useless-web-internet-viral,2
US,IL,https://www.theverge.com/2017/6/9/15768336/raven-grudge-fairness-social-hierarchy-animal-behavior,4
US,IL,https://www.twitter.com/extratone/,4
US,IL,https://www.wired.com/brandlab/2016/09/com-venture-capital-communitys-power-player/,6
