"Country Code",Region,Url,Clicks
ID,,http://extratone.com,7
ID,,http://extratone.com/about,27
ID,,http://extratone.com/drycast,7
ID,,http://extratone.com/freq/9,21
ID,,http://extratone.com/home,14
ID,,http://extratone.com/privacypolicy,14
ID,,http://extratone.com/trent,7
ID,,http://extratone.com/tump,14
ID,,http://twitter.com/intent/tweet?text=*|URL:MC_SUBJECT|*:,7
ID,,"http://twitter.com/intent/tweet?text=*|URL:MC_SUBJECT|*: *|URL:ARCHIVE_LINK_SHORT|*",14
ID,,http://www.extratone.com/audio/drycast/ii/,8
ID,,http://www.extratone.com/laments/sons/,15
ID,,http://www.extratone.com/meta/8/,7
ID,,http://www.facebook.com/extratonemedia,7
ID,,http://www.facebook.com/sharer/sharer.php?u=*|URL:ARCHIVE_LINK_SHORT|*,7
ID,,http://www.twitter.com/extratone,8
ID,,http://www.youtube.com/drywallmedia,7
ID,,https://paper.dropbox.com/doc/Extranet-Redirection-LXgMPObbnVB012NY00x6Z,7
ID,,https://twitter.com/eosnos/status/831360207590666240,7
ID,,https://twitter.com/i/moments/824807998346428423,6
ID,,https://www.merriam-webster.com/dictionary/crowdfunding,7
ID,,https://youtu.be/5cbVTDbLK_Y,7
ID,,https://youtu.be/vZPpHlcSzbw,7
NZ,NZ_AUK,http://extratone.com/tump,1
NZ,NZ_AUK,http://extratone.com/tump/integrity,1
