"Country Code",Region,Url,Clicks
US,IL,http://bit.ly/extraread,2
US,IL,http://bit.ly/moviecloset43,4
US,IL,http://instagram.com/extratonemag,2
US,IL,http://www.radiolab.org/story/revising-fault-line/,2
US,IL,http://www.youtube.com/extratone,2
US,IL,https://pudding.cool/2017/06/film-trends/,2
US,IL,https://techcrunch.com/2017/06/26/facebook-microsoft-youtube-and-twitter-form-global-internet-forum-to-counter-terrorism/,4
US,IL,https://twitter.com/HaggardHawks/status/879370002218012672,2
US,IL,https://www.facebook.com/extratonemagazine,2
US,IL,https://www.nytimes.com/2017/06/30/business/germany-facebook-google-twitter.html,2
US,IL,https://www.theatlantic.com/science/archive/2017/06/global-warming-american-south/532200/,4
US,IL,https://www.twitter.com/extratone/,2
US,IL,https://www.wired.com/story/rural-americas-future-is-riding-on-a-cell-signal/,4
