"Country Code",Region,Url,Clicks
US,FL,http://www.newyorker.com/magazine/2017/05/15/is-the-gig-economy-working,1
US,FL,http://www.rcfp.org/electronic-communications-surveillance,1
US,FL,https://theoutline.com/post/1524/the-crushing-idiocy-of-donald-trump,1
US,FL,https://www.patreon.com/posts/subscriber-2-9557037,2
US,IL,http://bit.ly/furiouskane,4
US,IL,http://bit.ly/godfuck,3
US,IL,http://www.curbed.com/2017/4/24/15408794/emoji-architecture-building-facade-netherlands-attika-architekten,6
US,IL,http://www.extratone.com/harvey/three/,4
US,IL,http://www.rcfp.org/electronic-communications-surveillance,3
US,IL,https://pudding.cool/2017/02/new-slang/,3
US,IL,https://theoutline.com/post/1497/ivar-vong-has-gone-off-the-rails,3
US,IL,https://theoutline.com/post/1498/the-rise-of-the-microcelebrity,3
US,IL,https://theoutline.com/post/1522/donald-trump-impeachment,4
US,IL,https://www.theverge.com/2017/5/6/15563922/museums-vr-ar-apps-digital-technology,6
US,NV,http://bit.ly/furiouskane,1
US,NV,http://bit.ly/godfuck,1
US,NV,http://www.curbed.com/2017/4/24/15408794/emoji-architecture-building-facade-netherlands-attika-architekten,2
US,NV,http://www.extratone.com/harvey/three/,1
US,NV,http://www.rcfp.org/electronic-communications-surveillance,1
US,NV,https://pudding.cool/2017/02/new-slang/,1
US,NV,https://theoutline.com/post/1497/ivar-vong-has-gone-off-the-rails,1
US,NV,https://theoutline.com/post/1498/the-rise-of-the-microcelebrity,1
US,NV,https://theoutline.com/post/1522/donald-trump-impeachment,1
US,NV,https://www.theverge.com/2017/5/6/15563922/museums-vr-ar-apps-digital-technology,2
US,NY,http://bit.ly/godfuck,1
US,NY,http://www.curbed.com/2017/4/24/15408794/emoji-architecture-building-facade-netherlands-attika-architekten,1
US,NY,http://www.newyorker.com/magazine/2017/05/15/is-the-gig-economy-working,1
US,NY,http://www.rcfp.org/electronic-communications-surveillance,2
US,NY,https://pudding.cool/2017/02/new-slang/,1
US,NY,https://theoutline.com/post/1497/ivar-vong-has-gone-off-the-rails,1
US,NY,https://theoutline.com/post/1498/the-rise-of-the-microcelebrity,1
US,NY,https://theoutline.com/post/1524/the-crushing-idiocy-of-donald-trump,1
US,NY,https://www.patreon.com/posts/subscriber-2-9557037,2
US,NY,https://www.theverge.com/2017/5/6/15563922/museums-vr-ar-apps-digital-technology,1
US,WA,http://www.curbed.com/2017/4/24/15408794/emoji-architecture-building-facade-netherlands-attika-architekten,1
