"Country Code",Region,Url,Clicks
CN,CN_34,"http://&quot;Most of the time, we don't know our goals when we're using software.&quot; https://www.recode.net/2017/2/7/14542504/recode-decode-transcript-time-well-spent-founder-tristan-harris",3
CN,CN_34,http://bit.ly/harveythalloway,6
CN,CN_34,http://bit.ly/spanktranime,3
CN,CN_34,http://extratone.com/read,3
CN,CN_34,http://instagram.com/extratonemag,3
CN,CN_34,http://www.radiolab.org/story/funky-hand-jive/,1
CN,CN_34,http://www.youtube.com/extratone,6
CN,CN_34,https://gimletmedia.com/episode/rapture-chasers/,2
CN,CN_34,https://www.facebook.com/extratonemagazine,6
CN,CN_34,https://www.recode.net/2017/5/4/15536114/nick-bilton-american-kingpin-ross-ulbricht-silk-road-dread-pirate-roberts-recode-podcast,2
CN,CN_34,https://www.theverge.com/2017/5/3/15522792/amazon-echo-look-alexa-style-assistant-ai-fashion,2
CN,CN_34,https://www.twitter.com/extratone/,3
CN,CN_34,https://www.washingtonpost.com/news/post-nation/wp/2017/03/19/philadelphias-cinco-de-mayo-festival-was-just-canceled-amid-fears-of-an-ice-raid/,1
US,PA,https://www.washingtonpost.com/news/post-nation/wp/2017/03/19/philadelphias-cinco-de-mayo-festival-was-just-canceled-amid-fears-of-an-ice-raid/,1
US,VA,https://www.recode.net/2017/5/4/15536114/nick-bilton-american-kingpin-ross-ulbricht-silk-road-dread-pirate-roberts-recode-podcast,1
