"Country Code",Region,Url,Clicks
US,IL,http://extratone.com/read,1
US,IL,http://instagram.com/extratonemag,1
US,IL,http://www.ign.com/articles/2017/05/24/why-the-world-needs-more-trashgames,1
US,IL,http://www.niemanlab.org/2017/05/how-npr-considers-what-new-platforms-from-smartwatches-to-fridges-will-get-its-programming/,1
US,IL,http://www.niemanlab.org/2017/06/the-wall-street-journal-is-killing-its-whats-news-app-but-bringing-lessons-from-it-to-its-main-app/,1
US,IL,http://www.radiolab.org/story/15-years/,1
US,IL,http://www.washingtonpost.com/sf/national/2017/05/13/the-painful-truth-about-teeth/,1
US,IL,http://www.wnyc.org/story/nancy-podcast-episode-6-butch-hair/,1
US,IL,https://gimletmedia.com/episode/11-did-errol-morris-brother-invent-email/,1
US,IL,https://theoutline.com/post/1557/labor-jobs-playlist,1
US,IL,https://theoutline.com/post/1572/mark-zuckerberg-will-be-our-downfall,1
US,IL,https://theoutline.com/post/1574/why-trolls-posted-photos-of-fake-victims-in-the-manchester-attack,1
US,IL,https://twitter.com/Swagadore/status/863301525279571968,1
US,IL,https://www.cjr.org/local_news/the-poet-editor-of-west-marin.php,2
US,IL,https://www.nytimes.com/interactive/2017/03/21/climate/how-americans-think-about-climate-change-in-six-maps.html,2
US,IL,https://www.theatlantic.com/magazine/archive/2017/06/lolas-story/524490/,1
US,IL,https://www.theverge.com/2017/5/13/15635006/microsoft-windows-xp-security-patch-wannacry-ransomware-attack,1
