"Country Code",Region,Url,Clicks
US,CA,http://bit.ly/extraread,1
US,CA,http://thechrisbuck.tumblr.com/post/161891068527/sun-from-another-mum-artist-jonathan-sun-and-i,1
US,CA,http://warisboring.com/to-grow-the-fleet-the-u-s-navy-could-recommission-retired-warships/,2
US,CA,http://www.dailyyonder.com/effective-rural-programs-grave-risk/2017/06/19/19922/,1
US,CA,http://www.niemanlab.org/2017/06/apples-new-analytics-for-podcasts-mean-a-lot-of-change-some-good-some-inconvenient-is-on-the-way/,1
US,CA,http://www.niemanlab.org/2017/06/how-one-journalist-used-postcards-to-report-on-gentrification-in-boston/,2
US,CA,http://www.niemanlab.org/2017/06/news-apps-are-making-a-comeback-more-young-americans-are-paying-for-news-2017-is-weird/,2
US,CA,http://www.npr.org/2017/06/21/533711528/in-the-event-of-attack-heres-how-the-government-plans-to-save-itself,1
US,CA,https://fivethirtyeight.com/features/fidget-spinners-are-over/,2
US,CA,https://theoutline.com/post/1745/gwyneth-paltrows-goop-conference-made-me-sick,1
US,CA,https://theoutline.com/post/1767/the-end-will-be-delivered-by-amazon-drone,2
US,CA,https://theoutline.com/post/1805/rodrigo-duterte-s-daughter-is-an-irony-instagram-star,1
US,CA,https://www.cjr.org/the_feature/serious-reader-adam-gopnik-new-yorker-tanehisi-coates-atlantic-rebecca-traister-jia-tolentino.php,1
US,CA,https://www.facebook.com/extratonemagazine,1
US,IL,http://www.niemanlab.org/2017/06/how-one-journalist-used-postcards-to-report-on-gentrification-in-boston/,1
US,IL,https://theoutline.com/post/1782/stage-diving-rappers-travis-scott-lil-uzi-vert,1
US,IL,https://theoutline.com/post/1805/rodrigo-duterte-s-daughter-is-an-irony-instagram-star,1
US,IL,https://www.twitter.com/extratone/,1
US,MO,https://twitter.com/nugpapi/status/878758755260932097,1
US,OR,http://www.niemanlab.org/2017/06/news-apps-are-making-a-comeback-more-young-americans-are-paying-for-news-2017-is-weird/,1
