"Country Code",Region,Url,Clicks
CL,CL_RM,http://extratone.com/waters,1
CL,CL_RM,http://www.facebook.com/sharer/sharer.php?u=*|URL:ARCHIVE_LINK_SHORT|*,1
CN,CN_11,http://bit.ly/extratone,2
CN,CN_11,http://extratone.com,1
CN,CN_11,http://extratone.com/email,2
CN,CN_11,http://extratone.com/endeavor,1
CN,CN_11,http://extratone.com/futureland,1
CN,CN_11,http://extratone.com/members/leomarxesquire,1
CN,CN_11,http://extratone.com/moviecloset,2
CN,CN_11,http://magfest.org/,1
CN,CN_11,http://paypal.me/ficklecrux,1
CN,CN_11,http://theoutline.com/about,1
CN,CN_11,http://twitter.com/intent/tweet?text=*|URL:MC_SUBJECT|*:,2
CN,CN_11,http://www.extratone.com/audio/futureland/episode1/,2
CN,CN_11,http://www.extratone.com/audio/offthegrid/splash/,1
CN,CN_11,http://www.extratone.com/author/alexa/,1
CN,CN_11,http://www.extratone.com/members/cil/,1
CN,CN_11,http://www.extratone.com/words/inred/pfaall/,1
CN,CN_11,http://www.facebook.com/sharer/sharer.php?u=*|URL:ARCHIVE_LINK_SHORT|*,1
CN,CN_11,https://twitter.com/FickleCrux,1
CN,CN_11,https://twitter.com/HalloweenTownee,1
CN,CN_44,http://extratone.com/members/hummerchine,1
