id,post_id,flag_type,created_at,updated_at,deleted_at,deleted_by,related_post_id,targets_topic,was_take_action
3545,8272,spam,2021-06-22 08:56:59 UTC,2021-06-22 11:33:26 UTC,,,,false,false
